id,x(m),y(m),area_code
P1943,93992.901,98789.092,2
P1944,94000.796,98788.677,3
P1945,93995.440,98780.244,2
P1946,94000.810,98784.942,3
P1947,94007.553,98779.751,3
P1948,94006.931,98776.480,2
P1949,94008.736,98775.818,2
P1950,94008.780,98766.398,7
P1951,94010.325,98766.437,1
P1952,94011.755,98766.622,2
P1953,94009.553,98763.567,6
P1954,94014.041,98755.886,5
P1955,94015.860,98755.052,3
P1956,94017.317,98755.206,2
P1957,94014.600,98752.395,2
P1958,94013.037,98758.209,1
P1959,94014.296,98758.552,2
P1960,94010.669,98762.786,6
P1961,94010.137,98759.526,1
P1962,94016.629,98762.998,3
P1963,94018.356,98761.500,1
P1964,94013.684,98761.325,2
P1965,94016.505,98752.663,4
P1966,94012.754,98743.591,3
P1967,94018.753,98737.346,2
P1968,94018.251,98734.090,3
P1969,94014.610,98732.009,7
P1970,94012.031,98737.232,5
P1971,94013.231,98734.838,1
P1972,94009.846,98725.664,1
P1973,94011.417,98723.793,3
P1974,94013.538,98730.053,7
P1975,94013.324,98736.298,3
P1976,94011.953,98733.035,7
P1977,94013.768,98732.267,2
P1978,94009.352,98731.355,3
P1979,94010.529,98731.755,1
P1980,94007.024,98722.613,1
P1981,94002.572,98725.453,2
P1982,93999.969,98730.657,2
P1983,93996.277,98734.810,1
P1984,93994.371,98731.656,3
P1985,93989.558,98732.751,7
P1986,93984.878,98734.871,2
P1987,93986.671,98734.282,2
P1988,93983.750,98739.235,5
P1989,93985.289,98737.305,5
P1990,93983.030,98742.744,6
P1991,93990.926,98742.323,1
P1992,93992.175,98739.984,3
P1993,93993.503,98737.741,2
P1994,93994.611,98738.182,4
P1995,93991.859,98728.868,7
P1996,93987.530,98731.990,7
P1997,93983.494,98730.402,7
P1998,93984.181,98727.582,2
P1999,93981.789,98724.605,1
P2000,93983.909,98715.661,3
P2001,93985.218,98713.393,2
P2002,93991.113,98707.025,1
P2003,93998.750,98703.932,1
P2004,93994.807,98707.739,4
P2005,93995.948,98705.285,1
P2006,93995.304,98702.012,3
P2007,93994.316,98698.724,1
P2008,93990.590,98702.833,7
P2009,93989.140,98699.580,7
P2010,93984.137,98690.978,4
P2011,93982.508,98696.762,1
P2012,93980.380,98702.281,1
P2013,93975.625,98704.018,1
P2014,93976.877,98710.374,1
P2015,93972.087,98711.844,1
P2016,93967.578,98714.533,7
P2017,93962.883,98716.589,7
P2018,93958.090,98718.022,6
P2019,93962.336,98723.513,2
P2020,93962.778,98720.553,1
P2021,93964.482,98718.988,2
P2022,93965.259,98725.345,3
P2023,93965.843,98722.462,3
P2024,93967.176,98720.225,4
P2025,93965.318,98717.058,1
P2026,93962.344,98721.966,1
P2027,93964.164,98721.022,1
P2028,93971.833,98721.983,3
P2029,93967.099,98722.093,4
P2030,93965.254,98718.922,2
P2031,93963.598,98724.693,2
P2032,93965.038,98722.603,3
P2033,93960.361,98724.736,2
P2034,93955.674,98724.624,3
P2035,93960.283,98729.895,5
P2036,93961.537,98727.562,7
P2037,93959.515,98733.143,1
P2038,93965.631,98727.043,1
P2039,93961.438,98730.433,1
P2040,93962.806,98730.683,2
P2041,93963.127,98737.009,2
P2042,93970.166,98739.601,3
P2043,93968.105,98736.495,3
P2044,93975.995,98734.858,2
P2045,93983.910,98733.668,5
P2046,93980.524,98738.178,5
P2047,93982.289,98737.720,3
P2048,93983.523,98738.082,3
P2049,93978.715,98739.301,3
P2050,93978.883,98736.218,5
P2051,93982.725,98741.921,5
P2052,93990.046,98743.916,5
P2053,93988.731,98740.646,3
P2054,93986.971,98737.454,5
P2055,93982.174,98738.847,3
P2056,93989.161,98734.091,3
P2057,93989.919,98731.318,2
P2058,93991.735,98730.539,7
P2059,93990.029,98727.334,3
P2060,93989.354,98717.862,3
P2061,93990.133,98715.103,3
P2062,93987.928,98705.703,2
P2063,93989.537,98705.639,2
P2064,93991.296,98704.256,2
P2065,93986.644,98706.490,3
P2066,93985.654,98703.201,3
P2067,93993.565,98701.895,1
P2068,93993.239,98692.441,3
P2069,94000.828,98693.690,2
P2070,93997.200,98691.596,3
P2071,93993.052,98682.652,3
P2072,93988.403,98682.390,2
P2073,93995.980,98683.679,5
P2074,93995.448,98680.419,3
P2075,93990.688,98680.678,4
P2076,93996.478,98674.189,5
P2077,93992.493,98677.930,3
P2078,93995.001,98669.134,3
P2079,93996.457,98667.066,7
P2080,94001.530,98672.007,2
P2081,94002.158,98669.150,3
P2082,93998.128,98667.553,5
P2083,94005.706,98668.836,3
P2084,94011.371,98673.265,2
P2085,94012.787,98671.139,3
P2086,94014.446,98677.465,3
P2087,94016.202,98677.045,6
P2088,94019.397,98683.019,6
P2089,94024.322,98675.685,5
P2090,94032.082,98673.118,3
P2091,94038.261,98667.100,3
P2092,94038.267,98663.960,3
P2093,94044.599,98667.646,3
P2094,94044.419,98673.898,3
P2095,94052.250,98671.741,3
P2096,94053.658,98669.604,2
P2097,94054.702,98670.076,2
P2098,94060.542,98663.644,5
P2099,94060.302,98660.436,7
P2100,94061.977,98660.240,3
P2101,94064.891,98666.308,2
P2102,94066.412,98672.646,1
P2103,94068.203,98672.079,1
P2104,94065.403,98669.316,6
P2105,94060.603,98669.926,1
P2106,94055.840,98671.611,6
P2107,94057.144,98677.965,3
P2108,94061.293,98683.510,1
P2109,94069.205,98682.238,2
P2110,94065.180,98685.917,2
P2111,94060.391,98677.220,2
P2112,94067.649,98673.037,3
P2113,94064.322,98677.608,3
P2114,94065.962,98675.880,6
P2115,94073.591,98672.763,5
P2116,94070.239,98677.308,6
P2117,94077.799,98678.649,3
P2118,94084.891,98681.139,1
P2119,94090.496,98685.626,3
P2120,94094.164,98691.409,5
P2121,94094.717,98682.059,5
P2122,94096.375,98688.385,3
P2123,94098.123,98686.963,2
P2124,94093.318,98687.643,5
P2125,94098.905,98692.145,2
P2126,94096.918,98689.015,2
P2127,94093.741,98693.736,1
P2128,94093.484,98684.288,1
P2129,94089.907,98688.581,6
P2130,94095.821,98682.236,3
P2131,94091.374,98681.395,6
P2132,94091.149,98678.191,3
P2133,94092.706,98678.212,7
P2134,94093.013,98675.187,2
P2135,94091.235,98665.742,2
P2136,94098.527,98667.804,3
P2137,94096.687,98673.483,2
P2138,94098.485,98672.865,3
P2139,94098.310,98669.673,2
P2140,94093.986,98672.806,6
P2141,94094.800,98670.072,1
P2142,94095.871,98670.531,1
P2143,94102.781,98665.632,2
P2144,94100.704,98656.217,2
P2145,94103.840,98662.211,3
P2146,94100.696,98666.964,3
P2147,94102.470,98666.473,2
P2148,94110.250,98666.938,1
P2149,94116.929,98670.141,3
P2150,94115.552,98676.037,3
P2151,94118.267,98667.327,5
P2152,94119.059,98658.021,6
P2153,94119.996,98658.535,6
P2154,94120.718,98664.891,5
P2155,94119.688,98661.603,6
P2156,94119.922,98652.206,3
P2157,94116.688,98649.747,3
P2158,94117.378,98656.101,4
P2159,94125.280,98655.592,3
P2160,94123.208,98652.490,3
P2161,94119.172,98650.901,3
P2162,94119.164,98647.757,3
P2163,94120.526,98645.557,3
P2164,94118.406,98651.081,3
P2165,94123.095,98643.555,2
P2166,94118.377,98643.581,2
P2167,94120.138,98634.517,3
P2168,94121.696,98634.537,6
P2169,94117.732,98632.847,3
P2170,94116.838,98638.919,3
P2171,94111.838,98630.315,3
P2172,94108.220,98628.210,3
P2173,94115.438,98630.441,3
P2174,94115.762,98636.767,3
P2175,94113.945,98633.589,1
P2176,94114.283,98639.916,2
P2177,94121.405,98635.431,1
P2178,94128.852,98637.105,1
P2179,94130.643,98635.879,6
P2180,94128.197,98632.927,3
P2181,94123.701,98632.206,2
P2182,94129.870,98636.093,2
P2183,94131.495,98634.331,3
P2184,94133.198,98634.072,5
P2185,94131.859,98639.982,2
P2186,94131.022,98646.072,5
P2187,94126.231,98646.585,5
P2188,94123.309,98651.538,2
P2189,94125.084,98650.222,1
P2190,94126.481,98648.070,3
P2191,94125.829,98644.796,3
P2192,94124.646,98650.768,1
P2193,94126.383,98650.413,2
P2194,94121.676,98652.413,2
P2195,94123.475,98651.234,3
P2196,94131.351,98651.041,1
P2197,94130.127,98656.997,5
P2198,94126.520,98654.881,4
P2199,94128.229,98661.201,4
P2200,94123.417,98662.315,1
P2201,94131.208,98662.722,1
P2202,94133.024,98661.945,6
P2203,94138.822,98655.466,2
P2204,94145.828,98650.748,2
P2205,94146.683,98657.107,3
P2206,94145.277,98653.849,2
P2207,94143.034,98650.809,7
P2208,94147.403,98643.041,7
P2209,94142.592,98644.203,3
P2210,94144.315,98643.891,3
P2211,94152.175,98641.954,3
P2212,94160.024,98639.928,5
P2213,94165.317,98632.926,3
P2214,94163.704,98638.717,3
P2215,94158.903,98640.048,1
P2216,94161.081,98631.125,1
P2217,94157.695,98628.795,2
P2218,94153.144,98628.221,7
P2219,94160.638,98629.764,4
P2220,94162.321,98628.142,4
P2221,94167.940,98632.615,1
P2222,94165.080,98629.889,2
P2223,94160.401,98629.743,1
P2224,94162.181,98628.457,7
P2225,94161.771,98625.215,2
P2226,94168.698,98628.013,1
P2227,94170.511,98627.275,3
P2228,94166.716,98631.292,3
P2229,94173.264,98625.790,3
P2230,94175.076,98624.727,1
P2231,94176.174,98625.173,3
P2232,94175.681,98631.357,3
P2233,94171.235,98634.211,2
P2234,94178.388,98636.577,5
P2235,94180.104,98636.282,5
P2236,94180.612,98633.356,6
P2237,94179.711,98630.068,2
P2238,94180.840,98627.602,2
P2239,94188.485,98628.654,5
P2240,94183.982,98619.840,3
P2241,94191.440,98621.483,3
P2242,94196.008,98626.780,1
P2243,94203.919,98625.476,2
P2244,94199.310,98627.863,2
P2245,94195.876,98618.702,3
P2246,94191.135,98618.851,3
P2247,94186.894,98617.592,2
P2248,94194.708,98615.324,3
P2249,94195.180,98612.379,3
P2250,94202.228,98607.743,4
P2251,94197.865,98610.793,2
P2252,94198.721,98611.330,1
P2253,94194.493,98614.655,3
P2254,94199.576,98607.460,3
P2255,94206.513,98610.240,3
P2256,94205.619,98616.311,2
P2257,94206.936,98607.123,1
P2258,94207.936,98604.537,2
P2259,94210.186,98595.640,6
P2260,94206.716,98600.058,2
P2261,94207.583,98597.363,6
P2262,94212.198,98602.630,3
P2263,94208.379,98606.615,5
P2264,94210.039,98606.454,3
P2265,94210.791,98597.140,7
P2266,94218.170,98598.991,3
P2267,94219.975,98598.332,3
P2268,94217.392,98588.988,2
P2269,94218.573,98589.385,7
P2270,94226.490,98588.348,3
P2271,94233.596,98583.832,5
P2272,94236.152,98575.055,6
P2273,94235.017,98581.044,2
P2274,94242.828,98578.758,2
P2275,94243.388,98575.862,2
P2276,94246.829,98581.742,2
P2277,94242.017,98582.889,1
P2278,94246.355,98588.328,2
P2279,94248.168,98579.280,6
P2280,94245.653,98576.362,3
P2281,94245.108,98573.100,3
P2282,94249.635,98578.423,3
P2283,94246.075,98576.258,3
P2284,94253.109,98571.594,3
P2285,94254.053,98572.105,3
P2286,94261.763,98569.305,2
P2287,94262.655,98560.019,2
P2288,94263.742,98560.471,6
P2289,94267.582,98552.350,2
P2290,94262.495,98543.786,1
P2291,94267.406,98548.849,3
P2292,94265.811,98554.648,2
P2293,94261.896,98558.496,1
P2294,94259.679,98555.446,6
P2295,94258.585,98552.161,2
P2296,94259.843,98549.833,3
P2297,94261.546,98549.570,6
P2298,94269.365,98549.815,2
P2299,94264.604,98550.083,2
P2300,94262.382,98547.035,2
P2301,94257.619,98547.318,2
P2302,94253.852,98545.379,1
P2303,94251.868,98550.982,2
P2304,94254.845,98542.392,2
P2305,94256.308,98540.335,2
P2306,94258.090,98539.808,7
P2307,94259.864,98538.493,3
P2308,94255.280,98538.017,2
P2309,94257.019,98537.654,2
P2310,94259.660,98528.913,1
P2311,94266.023,98532.558,3
P2312,94261.539,98535.315,2
P2313,94257.214,98538.444,7
P2314,94255.358,98529.006,3
P2315,94257.174,98528.233,2
P2316,94258.218,98528.705,2
P2317,94255.866,98525.711,3
P2318,94251.416,98524.879,6
P2319,94247.213,98523.553,2
P2320,94248.762,98529.890,6
P2321,94250.449,98529.669,6
P2322,94245.705,98531.477,6
P2323,94243.789,98522.044,1
P2324,94246.139,98513.185,3
P2325,94243.817,98518.584,2
P2326,94249.135,98511.606,3
P2327,94250.877,98517.922,1
P2328,94252.337,98515.862,1
P2329,94255.122,98521.968,3
P2330,94250.353,98522.288,2
P2331,94253.187,98528.380,5
P2332,94261.013,98528.579,3
P2333,94256.560,98527.752,2
P2334,94252.290,98530.994,1
P2335,94247.484,98531.689,2
P2336,94252.207,98536.884,2
P2337,94260.116,98536.245,6
P2338,94258.937,98542.218,3
P2339,94265.357,98545.790,3
P2340,94271.614,98549.570,1
P2341,94273.336,98548.060,3
P2342,94280.418,98550.570,3
P2343,94278.431,98547.440,3
P2344,94279.634,98545.050,5
P2345,94277.765,98541.885,1
P2346,94281.397,98547.684,2
P2347,94276.875,98547.030,2
P2348,94274.699,98552.521,1
P2349,94273.850,98558.606,6
P2350,94274.286,98564.943,6
P2351,94282.075,98562.529,3
P2352,94278.661,98560.224,1
P2353,94282.649,98565.855,1
P2354,94284.298,98564.146,2
P2355,94291.575,98560.008,2
P2356,94286.537,98551.422,4
P2357,94287.751,98551.797,5
P2358,94289.449,98550.215,1
P2359,94292.718,98556.161,7
P2360,94294.364,98554.447,3
P2361,94300.946,98557.793,3
P2362,94302.531,98557.770,4
P2363,94309.360,98560.734,3
P2364,94310.684,98567.086,1
P2365,94309.317,98563.823,2
P2366,94307.229,98560.726,4
P2367,94303.380,98564.668,4
P2368,94304.249,98555.377,4
P2369,94305.955,98553.820,3
P2370,94309.504,98545.526,5
P2371,94310.677,98545.929,1
P2372,94308.213,98542.985,3
P2373,94310.956,98549.103,5
P2374,94306.958,98540.108,3
P2375,94302.586,98543.135,3
P2376,94305.426,98549.224,4
P2377,94311.902,98543.614,1
P2378,94314.145,98549.851,1
P2379,94310.863,98547.432,6
P2380,94308.201,98552.592,4
P2381,94310.701,98543.793,2
P2382,94308.431,98534.401,7
P2383,94306.130,98525.014,2
P2384,94303.578,98522.113,2
P2385,94299.586,98525.845,2
P2386,94301.656,98516.883,3
P2387,94297.430,98520.213,2
P2388,94305.184,98517.615,6
P2389,94304.482,98523.744,2
P2390,94304.628,98520.653,3
P2391,94304.353,98517.438,1
P2392,94312.202,98515.412,4
P2393,94312.959,98506.099,7
P2394,94308.185,98507.704,3
P2395,94304.824,98498.524,3
P2396,94303.052,98495.334,3
P2397,94299.897,98492.814,2
P2398,94301.714,98491.816,1
P2399,94302.584,98492.350,3
P2400,94299.569,98489.727,2
P2401,94295.411,98488.325,3
P2402,94298.207,98494.428,5
P2403,94304.481,98498.187,3
P2404,94312.058,98494.888,3
P2405,94311.743,98491.665,6
P2406,94313.057,98489.404,2
P2407,94308.570,98492.153,3
P2408,94304.406,98483.215,3
P2409,94305.504,98483.661,1
P2410,94307.288,98482.395,1
P2411,94314.838,98479.002,2
P2412,94316.222,98479.236,5
P2413,94316.412,98469.833,2
P2414,94319.660,98461.378,2
P2415,94315.821,98465.334,2
P2416,94317.528,98463.777,3
P2417,94318.439,98461.118,3
P2418,94315.431,98465.995,3
P2419,94311.500,98456.979,3
P2420,94307.577,98460.815,3
P2421,94309.142,98467.150,3
P2422,94316.502,98469.051,1
P2423,94323.371,98464.078,5
P2424,94324.468,98461.580,2
P2425,94326.556,98452.625,3
P2426,94321.814,98454.442,3
P2427,94323.429,98454.368,3
P2428,94319.750,98445.275,2
P2429,94320.238,98442.338,3
P2430,94320.030,98432.894,3
P2431,94320.293,98423.501,1
P2432,94319.326,98429.548,2
P2433,94314.689,98431.836,3
P2434,94315.422,98438.192,3
P2435,94321.815,98441.799,3
P2436,94329.111,98437.706,3
P2437,94329.836,98434.911,7
P2438,94331.646,98433.826,2
P2439,94332.277,98440.177,7
P2440,94327.991,98438.999,6
P2441,94323.252,98439.134,4
P2442,94324.813,98437.244,4
P2443,94325.053,98434.190,1
P2444,94327.003,98440.479,2
P2445,94328.487,98438.456,1
P2446,94327.976,98444.636,1
P2447,94329.509,98450.973,1
P2448,94325.704,98441.918,3
P2449,94326.840,98448.277,3
P2450,94334.016,98443.909,2
P2451,94331.370,98449.082,3
P2452,94331.065,98445.860,2
P2453,94332.236,98436.636,5
P2454,94333.538,98436.944,3
P2455,94330.469,98434.360,1
P2456,94329.827,98440.505,6
P2457,94325.423,98443.461,2
P2458,94325.226,98449.709,2
P2459,94327.045,98448.870,2
P2460,94322.515,98448.239,3
P2461,94317.863,98447.987,5
P2462,94315.756,98453.519,3
P2463,94317.100,98453.791,3
P2464,94316.707,98450.552,1
P2465,94324.200,98452.098,4
P2466,94325.113,98449.441,3
P2467,94331.978,98444.458,1
P2468,94338.477,98438.884,1
P2469,94346.307,98436.718,4
P2470,94341.971,98435.639,2
P2471,94337.370,98426.865,1
P2472,94337.113,98423.653,4
P2473,94338.921,98422.967,1
P2474,94340.596,98413.877,1
P2475,94348.492,98412.316,2
P2476,94348.432,98409.156,2
P2477,94355.742,98411.176,2
P2478,94351.133,98413.562,4
P2479,94346.997,98412.126,3
P2480,94354.898,98411.632,3
P2481,94351.221,98409.592,3
P2482,94358.223,98404.865,2
P2483,94353.409,98405.938,6
P2484,94360.035,98409.219,6
P2485,94361.614,98409.206,3
P2486,94363.279,98409.035,3
P2487,94362.016,98399.562,2
P2488,94357.664,98398.515,2
P2489,94357.415,98395.305,2
P2490,94365.212,98392.935,2
P2491,94364.525,98399.068,7
P2492,94360.266,98402.334,3
P2493,94362.456,98408.581,2
P2494,94363.883,98399.422,1
P2495,94360.055,98397.556,1
P2496,94361.674,98397.473,3
P2497,94362.809,98395.013,1
P2498,94358.271,98394.403,3
P2499,94360.073,98393.246,3
P2500,94367.890,98393.504,3
P2501,94363.192,98395.546,3
P2502,94367.684,98387.869,3
P2503,94375.508,98388.084,6
P2504,94373.694,98384.905,1
P2505,94379.818,98378.815,1
P2506,94375.650,98382.252,3
P2507,94382.847,98384.526,4
P2508,94378.541,98383.389,4
P2509,94379.483,98380.754,3
P2510,94379.322,98371.314,2
P2511,94374.828,98374.045,3
P2512,94376.225,98374.265,3
P2513,94384.139,98373.491,7
P2514,94389.198,98378.443,7
P2515,94386.965,98383.899,3
P2516,94394.306,98379.916,2
P2517,94398.430,98385.475,3
P2518,94397.479,98382.186,3
P2519,94394.052,98386.652,1
P2520,94395.154,98384.159,2
P2521,94393.180,98374.732,1
P2522,94394.897,98374.432,1
P2523,94392.339,98379.669,3
P2524,94398.114,98373.164,2
P2525,94394.940,98377.888,3
P2526,94393.394,98383.710,3
P2527,94390.313,98374.464,3
P2528,94386.457,98372.632,3
P2529,94384.178,98363.242,1
P2530,94381.477,98368.373,1
P2531,94376.727,98370.148,1
P2532,94381.156,98362.424,1
P2533,94382.041,98359.743,1
P2534,94380.790,98365.689,2
P2535,94385.495,98358.175,1
P2536,94389.775,98363.647,6
P2537,94385.997,98361.721,4
P2538,94386.996,98368.082,6
P2539,94393.698,98362.822,6
P2540,94390.444,98360.380,1
P2541,94392.251,98359.262,6
P2542,94387.855,98358.305,3
P2543,94385.122,98355.503,1
P2544,94380.405,98355.524,3
P2545,94376.250,98358.983,7
P2546,94377.783,98357.044,1
P2547,94385.547,98354.495,1
P2548,94382.982,98351.601,1
P2549,94386.139,98343.099,2
P2550,94391.300,98335.973,6
P2551,94393.918,98342.125,3
P2552,94395.735,98348.432,3
P2553,94402.123,98352.046,6
P2554,94397.482,98354.319,3
P2555,94403.389,98347.965,1
P2556,94405.384,98354.246,1
P2557,94406.911,98354.311,1
P2558,94406.437,98351.059,3
P2559,94403.357,98341.812,2
P2560,94408.379,98334.563,3
P2561,94403.731,98334.299,6
P2562,94404.878,98334.717,7
P2563,94412.518,98331.636,2
P2564,94413.992,98329.598,6
P2565,94415.995,98335.878,1
P2566,94423.725,98333.171,1
P2567,94418.778,98324.543,3
P2568,94426.669,98322.915,3
P2569,94425.631,98328.938,3
P2570,94421.306,98320.058,3
P2571,94421.737,98317.092,7
P2572,94417.418,98320.234,3
P2573,94419.152,98318.761,7
P2574,94420.961,98318.063,1
P2575,94427.964,98320.723,5
P2576,94429.261,98321.035,3
P2577,94426.029,98318.575,3
P2578,94422.605,98316.280,3
P2579,94419.221,98307.106,3
P2580,94415.158,98298.133,3
P2581,94415.235,98288.717,3
P2582,94421.899,98283.395,3
P2583,94417.218,98285.510,3
P2584,94422.959,98278.967,3
P2585,94419.835,98283.738,3
P2586,94415.022,98284.590,3
P2587,94418.819,98276.443,3
P2588,94420.274,98274.375,6
P2589,94426.964,98269.096,3
P2590,94422.163,98270.443,3
P2591,94426.322,98275.983,2
P2592,94434.211,98274.326,3
P2593,94431.917,98271.307,3
P2594,94433.522,98271.251,3
P2595,94439.865,98265.452,3
P2596,94441.159,98256.258,2
P2597,94447.621,98259.771,3
P2598,94447.945,98256.754,3
P2599,94454.844,98251.834,3
P2600,94462.268,98248.073,3
P2601,94469.819,98249.443,3
P2602,94477.239,98251.191,5
P2603,94482.748,98255.766,5
P2604,94481.545,98261.730,6
P2605,94477.610,98265.548,3
P2606,94474.548,98256.297,3
P2607,94472.779,98262.013,2
P2608,94471.173,98258.787,1
P2609,94468.337,98249.490,3
P2610,94473.448,98242.319,2
P2611,94473.057,98239.081,3
P2612,94475.643,98245.241,7
P2613,94477.443,98244.072,3
P2614,94485.153,98244.869,1
P2615,94481.932,98249.548,1
P2616,94483.486,98249.573,1
P2617,94490.298,98244.498,1
P2618,94491.608,98244.800,5
P2619,94489.665,98250.425,1
P2620,94491.157,98256.766,1
P2621,94492.946,98255.524,3
P2622,94493.539,98252.646,1
P2623,94489.216,98243.764,5
P2624,94486.885,98240.761,6
P2625,94488.695,98240.055,2
P2626,94490.269,98240.051,1
P2627,94497.707,98241.748,1
P2628,94494.055,98239.681,3
P2629,94492.822,98230.206,2
P2630,94494.161,98230.483,2
P2631,94489.376,98230.932,7
P2632,94489.830,98237.271,1
P2633,94491.585,98236.855,3
P2634,94493.367,98236.325,2
P2635,94499.349,98240.427,6
P2636,94500.791,98246.772,7
P2637,94507.620,98241.728,1
P2638,94509.346,98240.227,1
P2639,94517.262,98239.252,3
P2640,94515.196,98244.807,6
P2641,94511.440,98242.855,3
P2642,94508.129,98240.460,3
P2643,94502.908,98231.960,3
P2644,94509.070,98225.918,3
P2645,94507.331,98222.721,6
P2646,94505.229,98219.629,6
P2647,94505.662,98216.664,5
P2648,94505.993,98207.280,7
P2649,94512.779,98202.162,5
P2650,94515.092,98208.385,5
P2651,94514.224,98198.909,6
P2652,94520.951,98202.036,4
P2653,94516.156,98202.586,1
P2654,94513.052,98193.344,2
P2655,94519.842,98188.231,3
P2656,94516.613,98192.902,6
P2657,94512.509,98196.451,2
P2658,94514.244,98196.104,1
P2659,94522.096,98194.101,2
P2660,94527.007,98186.757,1
P2661,94523.783,98191.433,7
P2662,94521.085,98182.109,6
P2663,94517.343,98186.196,6
P2664,94515.177,98183.127,3
P2665,94522.991,98183.400,3
P2666,94523.427,98189.737,1
P2667,94518.888,98189.131,1
P2668,94517.235,98185.914,3
P2669,94516.255,98191.958,1
P2670,94518.225,98182.962,6
P2671,94513.463,98184.651,3
P2672,94520.912,98186.320,2
P2673,94522.039,98186.750,1
P2674,94523.829,98186.181,6
P2675,94520.065,98184.238,6
P2676,94516.031,98182.647,2
P2677,94523.907,98180.851,1
P2678,94525.148,98181.207,5
P2679,94521.186,98179.514,4
P2680,94523.521,98170.649,3
P2681,94522.816,98176.777,2
P2682,94520.729,98182.320,2
P2683,94521.443,98172.999,2
P2684,94523.277,98179.304,7
P2685,94529.692,98173.607,3
P2686,94530.940,98179.963,1
P2687,94538.810,98178.103,2
P2688,94536.415,98168.729,3
P2689,94532.218,98172.113,2
P2690,94539.742,98173.568,3
P2691,94546.192,98167.920,2
P2692,94543.064,98165.379,3
P2693,94544.318,98163.046,2
P2694,94545.745,98169.392,3
P2695,94545.495,98159.944,6
P2696,94541.446,98158.374,4
P2697,94539.682,98148.928,6
P2698,94538.333,98154.834,6
P2699,94544.809,98149.225,6
P2700,94546.123,98149.524,2
P2701,94541.400,98149.574,7
P2702,94549.225,98147.376,3
P2703,94545.281,98151.181,3
P2704,94546.197,98151.702,3
P2705,94549.376,98157.681,2
P2706,94547.813,98148.221,1
P2707,94545.840,98138.794,2
P2708,94548.087,98129.896,2
P2709,94546.928,98135.876,1
P2710,94553.700,98138.931,2
P2711,94555.516,98138.151,3
P2712,94557.180,98137.981,3
P2713,94558.917,98136.518,2
P2714,94557.725,98142.486,7
P2715,94553.192,98145.107,2
P2716,94551.275,98141.956,4
P2717,94547.591,98139.922,4
P2718,94555.351,98137.353,4
P2719,94554.932,98134.110,6
P2720,94556.644,98133.825,7
P2721,94552.189,98133.005,4
P2722,94550.780,98123.536,7
P2723,94558.670,98123.203,5
P2724,94564.303,98127.662,7
P2725,94559.622,98129.779,2
P2726,94560.954,98130.062,6
P2727,94558.175,98127.286,3
P2728,94559.763,98127.260,6
P2729,94564.334,98119.642,3
P2730,94563.664,98116.366,6
P2731,94565.031,98114.172,3
P2732,94572.731,98115.012,2
P2733,94571.396,98111.745,2
P2734,94566.595,98113.092,3
P2735,94567.321,98110.298,3
P2736,94565.359,98115.911,1
P2737,94563.278,98112.812,1
P2738,94567.472,98118.333,1
P2739,94565.613,98115.166,5
P2740,94572.788,98110.797,2
P2741,94569.629,98115.535,3
P2742,94565.504,98119.047,3
P2743,94560.711,98120.488,6
P2744,94555.982,98122.377,6
P2745,94563.871,98120.724,3
P2746,94569.676,98125.013,4
P2747,94574.639,98130.038,2
P2748,94570.182,98129.223,7
P2749,94566.821,98126.871,2
P2750,94568.641,98126.007,2
P2751,94564.421,98129.348,1
P2752,94571.276,98124.350,6
P2753,94572.977,98124.096,2
P2754,94579.886,98119.196,6
P2755,94575.239,98118.929,6
P2756,94576.527,98116.635,6
P2757,94571.783,98118.443,6
P2758,94573.824,98109.471,1
P2759,94573.142,98106.195,3
P2760,94574.316,98103.775,1
P2761,94575.963,98103.640,1
P2762,94582.238,98107.398,1
P2763,94577.758,98110.164,2
P2764,94579.764,98101.180,2
P2765,94574.653,98092.628,3
P2766,94574.951,98089.599,2
P2767,94570.137,98090.614,4
P2768,94571.146,98096.975,3
P2769,94574.657,98088.660,1
P2770,94576.211,98079.536,3
P2771,94578.029,98078.704,6
P2772,94577.922,98075.530,2
P2773,94579.461,98073.600,7
P2774,94585.651,98077.462,7
P2775,94580.916,98077.577,7
P2776,94581.828,98083.937,2
P2777,94580.521,98089.861,3
P2778,94581.439,98090.381,2
P2779,94576.697,98090.532,4
P2780,94580.043,98096.449,3
P2781,94579.601,98093.202,2
P2782,94584.496,98098.277,6
P2783,94590.745,98092.350,7
P2784,94587.416,98096.919,1
P2785,94582.607,98097.656,4
P2786,94577.815,98099.095,2
P2787,94579.462,98105.421,3
P2788,94586.567,98100.902,3
P2789,94594.067,98102.426,2
P2790,94589.608,98105.245,2
P2791,94585.926,98103.209,3
P2792,94587.539,98103.139,1
P2793,94587.144,98099.900,1
P2794,94588.565,98106.246,1
P2795,94589.741,98106.646,3
P2796,94596.873,98102.184,5
P2797,94601.803,98094.855,5
P2798,94608.904,98097.326,3
P2799,94616.549,98098.380,1
P2800,94618.337,98097.135,1
P2801,94620.149,98096.412,2
P2802,94626.554,98090.700,2
P2803,94628.372,98089.859,3
P2804,94634.692,98093.561,7
P2805,94634.877,98090.485,7
P2806,94631.545,98088.109,1
P2807,94626.823,98088.154,1
P2808,94631.445,98093.416,3
P2809,94627.806,98091.334,2
P2810,94627.851,98088.207,2
P2811,94629.662,98087.484,3
P2812,94626.043,98091.727,1
P2813,94623.132,98089.034,3
P2814,94623.181,98095.325,2
P2815,94631.088,98093.939,6
P2816,94634.720,98085.693,5
