1000
P933,24.954,90.848,1.697
P934,5.380,81.628,1.605
P935,42.679,81.893,1.552
P936,89.151,84.655,1.529
P937,12.509,98.632,1.516
P938,4.709,81.174,1.567
P939,91.467,87.972,1.587
P940,94.614,96.743,1.607
P941,84.207,93.870,1.580
P942,25.916,80.087,1.605
P943,95.477,87.974,1.548
P944,58.554,85.103,1.637
P945,94.525,88.710,1.678
P946,0.717,98.819,1.620
P947,78.613,91.533,1.528
P948,22.232,87.660,1.501
P949,41.791,81.645,1.632
P950,85.507,81.297,1.662
P951,66.205,93.829,1.661
P952,53.012,93.712,1.529
P953,68.948,94.557,1.656
P954,3.107,97.373,1.629
P955,70.654,81.709,1.610
P956,94.788,81.176,1.555
P957,14.517,99.635,1.624
P958,29.224,98.449,1.574
P959,69.452,84.373,1.531
P960,24.054,90.428,1.680
P961,10.641,98.052,1.588
P962,8.011,95.641,1.534
P963,97.437,95.517,1.674
P964,21.063,89.132,1.501
P965,75.061,82.281,1.581
P966,31.113,99.852,1.508
P967,25.208,83.785,1.550
P968,15.350,92.406,1.677
P969,93.906,83.913,1.656
P970,64.554,93.135,1.682
P971,45.544,98.425,1.633
P972,15.076,92.726,1.614
P973,42.203,98.860,1.608
P974,57.855,90.729,1.551
P975,39.694,87.005,1.507
P976,79.523,83.930,1.514
P977,38.940,91.815,1.514
P978,19.766,83.118,1.629
P979,45.432,92.086,1.639
P980,44.128,93.689,1.579
P981,83.569,91.844,1.540
P982,94.943,97.520,1.578
P983,98.743,83.706,1.679
P984,57.443,88.841,1.625
P985,70.850,80.992,1.557
P986,26.019,88.152,1.679
P987,71.017,94.568,1.679
P988,39.355,87.948,1.681
P989,30.859,87.762,1.614
P990,35.355,94.673,1.649
P991,73.636,94.788,1.528
P992,20.016,85.452,1.636
P993,91.110,87.357,1.604
P994,10.938,98.148,1.541
P995,51.794,93.096,1.588
P996,68.762,81.808,1.516
P997,7.578,80.556,1.571
P998,30.722,93.945,1.529
P999,39.484,81.357,1.635
P1000,0.125,45.085,1.039
